# From MPO263352
120347 Salacia,e,23.9441,280.2297,308.4961,41.96565,0.0036255,0.10627516,119.1629,05/23.0/2014,2000,H 4.2,0.15
# From MPO 88617
120348 2004 TY364,e,24.8498,140.6159,356.4667,38.92320,0.0040587,0.06714645,266.7921,05/23.0/2014,2000,H 4.5,0.15
# From MPO 90854
121725 1999 XX143,e,6.7637,103.7214,215.9379,17.98604,0.0129211,0.45995404,192.6977,05/23.0/2014,2000,H 8.6,0.15
# From MPO157303
123509 2000 WK183,e,1.9690,185.6589,290.1564,44.61899,0.0033069,0.04982695,329.2130,05/23.0/2014,2000,H 6.6,0.15
# From MPO254043
126154 2001 YH140,e,11.0598,108.8173,356.0528,42.64520,0.0035391,0.14633756,17.6955,05/23.0/2014,2000,H 5.4,0.15
# From MPO157304
126155 2001 YJ140,e,5.9670,319.5238,129.7033,39.74934,0.0039329,0.29817930,8.3182,05/23.0/2014,2000,H 7.3,0.15
# From MPO140080
126619 2002 CX154,e,15.9535,346.9317,161.3604,71.98405,0.0016138,0.47235169,11.7256,05/23.0/2014,2000,H 7.1,0.15
# From MPO273186
126719 2002 CC249,e,0.8378,248.1278,306.9810,47.24766,0.0030348,0.19536639,353.5051,05/23.0/2014,2000,H 6.7,0.15
# From MPO198805
127546 2002 XU93,e,77.8908,90.2744,28.0934,67.50700,0.0017770,0.68897095,3.6685,05/23.0/2014,2000,H 8.0,0.15
# From MPO273191
127871 2003 FC128,e,2.3727,78.4585,39.8902,35.08613,0.0047424,0.08871368,56.5795,05/23.0/2014,2000,H 7.0,0.15
# From MPO 98300
129746 1999 CE119,e,1.4753,171.5812,34.4033,39.41138,0.0039836,0.27041419,3.2986,05/23.0/2014,2000,H 8.7,0.15
# From MPO 98310
129772 1999 HR11,e,3.3047,83.2743,124.9433,43.73268,0.0034080,0.03584251,2.1616,05/23.0/2014,2000,H 7.2,0.15
# From MPO157305
130391 2000 JG81,e,23.4630,45.9703,169.1283,47.37901,0.0030222,0.27994918,19.9076,05/23.0/2014,2000,H 8.0,0.15
# From MPO 98869
131318 2001 FL194,e,13.6852,2.0503,170.7585,39.41396,0.0039832,0.17649748,25.3487,05/23.0/2014,2000,H 7.8,0.15
# From MPO137902
131695 2001 XS254,e,4.2574,94.6887,7.6710,37.45951,0.0042989,0.05758502,22.6745,05/23.0/2014,2000,H 7.7,0.15
# From MPO273203
131696 2001 XT254,e,0.5160,359.6723,132.8384,53.46543,0.0025211,0.32865247,358.6593,05/23.0/2014,2000,H 7.4,0.15
# From MPO273203
131697 2001 XH255,e,2.8490,323.1773,216.4828,35.14531,0.0047305,0.07832388,316.8300,05/23.0/2014,2000,H 8.2,0.15
# From MPO202331
133067 2003 FB128,e,8.8850,209.4897,304.9338,39.61012,0.0039536,0.25962585,49.2266,05/23.0/2014,2000,H 6.8,0.15
# From MPO164132
134210 2005 PQ21,e,6.4940,316.4051,22.3155,61.78832,0.0020293,0.39101450,4.9104,05/23.0/2014,2000,H 6.8,0.15
# From MPO291251
134340 Pluto,e,17.1708,110.2840,113.2059,39.38234,0.0039880,0.24826662,36.2079,05/23.0/2014,2000,H-0.8,0.15
# From MPO157307
134568 1999 RH215,e,10.2067,276.8868,58.2214,43.55622,0.0034287,0.14732053,22.4015,05/23.0/2014,2000,H 8.1,0.15
# From MPO254080
134860 2000 OJ67,e,1.1142,96.7464,140.9854,42.71450,0.0035305,0.01953447,98.4015,05/23.0/2014,2000,H 6.1,0.15
# From MPO102629
135024 2001 KO76,e,2.1492,44.2255,298.6201,43.61149,0.0034222,0.10919845,264.7787,05/23.0/2014,2000,H 6.8,0.15
# From MPO186653
135182 2001 QT322,e,1.8363,224.3352,50.0350,37.04380,0.0043715,0.01739678,95.0233,05/23.0/2014,2000,H 6.2,0.15
# From MPO157308
135571 2002 GG32,e,14.6838,35.7622,230.7704,55.16077,0.0024058,0.34978322,351.9008,05/23.0/2014,2000,H 7.2,0.15
# From MPO102879
135742 2002 PB171,e,5.4630,336.8097,288.1340,43.50905,0.0034343,0.12285240,66.1341,05/23.0/2014,2000,H 7.3,0.15
# From MPO291259
136108 Haumea,e,28.1914,121.7879,240.4151,43.16501,0.0034754,0.19247738,208.1453,05/23.0/2014,2000,H 0.1,0.15
# From MPO157308
136120 2003 LG7,e,20.1196,238.3603,341.9387,62.04978,0.0020165,0.47797889,13.1682,05/23.0/2014,2000,H 7.9,0.15
# From MPO287570
136199 Eris,e,43.9904,35.9793,150.8963,67.83760,0.0017640,0.43963101,203.9022,05/23.0/2014,2000,H-1.2,0.15
# From MPO287570
136204 2003 WL7,e,11.1644,4.7367,71.0115,20.26281,0.0108057,0.26163967,11.9669,05/23.0/2014,2000,H 8.6,0.15
# From MPO291260
136472 Makemake,e,29.0098,79.3307,297.2654,45.66938,0.0031935,0.15706953,155.6676,05/23.0/2014,2000,H-0.4,0.15
# From MPO176698
137294 1999 RE215,e,1.3504,149.2875,112.4875,44.84302,0.0032822,0.10494393,73.3602,05/23.0/2014,2000,H 6.7,0.15
# From MPO190195
137295 1999 RB216,e,12.6989,175.7556,209.1097,47.58124,0.0030030,0.29295433,359.8314,05/23.0/2014,2000,H 7.3,0.15
# From MPO105190
